ResponseId,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,religion_cat,religion_denom
R_2QfxP0qLg4TOIfP,"Some other world religion (Please describe below.),Spiritual but not religious",NA,Seldom,Very important,Once a day,More than one religion/spirituality,More than one religion/spirituality
R_1C2V3jIK5bs6A9K,Protestant,NA,Once a week,Very important,Several times a day,Protestant,Christian
R_1nZavvBx00iik90,Nothing in particular,NA,Never,Not too important,Seldom,Nothing in particular,Non-religious
R_273Vw1svTleJ4DC,"Christian, no specific denomination",NA,Seldom,Very important,Once a day,"Christian, no specific denomination",Christian
R_2urdK4vefSJKyJj,"Christian, no specific denomination",NA,Seldom,Not too important,Seldom,"Christian, no specific denomination",Christian
R_71J0uqaN9zMindL,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_ePXfQhbzObOlyVj,"Agnostic,Atheist","Mostly atheist, but can't prove it either way",Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_3kiCLq9LeSUwIaS,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1Dqa421LIw02UkI,Catholic,NA,Seldom,Somewhat important,Several times a day,Catholic,Christian
R_2fwdMnnoAZcTa86,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2ts3ArLNDMJnGzJ,Catholic,NA,A few times a year,Not too important,A few times a week,Catholic,Christian
R_1eFwTHpeiqpPqIB,Atheist,NA,Never,Not too important,Seldom,Atheist,Non-religious
R_2To4vYp5U6Ud50d,"Protestant,Evangelical or ""born again""","Please note that ""Evangelical"" and Born Again are not the same thing... being born again is a work of the Holy Spirit (John 3:3-8).  Many people claim the Evangelical label who are not born again, plus the label has become sort of meaningless.  And not every born-again Christian would take the label Evangelical, since it really doesn't mean anything.  A better category would be ""Biblical/Born-Again"" which would represent someone who believes they've been regenerated by the Holy Spirit and holds to the truths of the Bible.",More than once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_3Glcytun8wX4CwK,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_3PzWHdH65u4ECUw,Catholic,NA,Once a week,Not at all important,Never,Catholic,Christian
R_3en4o5WE8I5w8CU,Protestant,NA,A few times a year,Very important,Once a week,Protestant,Christian
R_s5nZQVwVbpXD1AJ,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_23VPGtVqtjyrKWm,Jewish,NA,Seldom,Not too important,Never,Jewish,Other World Religion
R_3O37E4MbPURPxIn,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2SuJht3t0jbbs5K,"Christian, no specific denomination,Agnostic",I’m up in the air on my religion. It changes often,Never,Not at all important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_2QR1WqvY6f7oUwG,"Pagan, Wiccan, or other New Age faiths,Spiritual but not religious,Agnostic",I used to be an atheist but doing LSD made me appreciative and in awe at a lot of creation and changed my beliefs to that of some sort of outside power existing.,A few times a year,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_2CD6z6oWf1aCJmz,Agnostic,no,Never,Not at all important,Never,Agnostic,Non-religious
R_XX3ON2qIbsNnJWF,Protestant,NA,Once or twice a month,Very important,A few times a week,Protestant,Christian
R_YXOcCs9wdh12Iff,Catholic,NA,Once or twice a month,Somewhat important,Once a week,Catholic,Christian
R_2QmPTc7wuMRonQT,Catholic,N/A,Seldom,Somewhat important,Once a day,Catholic,Christian
R_1P5wU6yw1FPfRiP,Catholic,NA,Never,Very important,Several times a day,Catholic,Christian
R_1E4Xmcy5n7LT9rL,Catholic,none,Once a week,Very important,Several times a day,Catholic,Christian
R_sKZy421DcbVNN2p,Catholic,NA,A few times a year,Very important,A few times a month,Catholic,Christian
R_AzgiPaYod55c0F3,Catholic,none,Never,Not too important,A few times a month,Catholic,Christian
R_3gRUoFYWA40Sc0z,"Christian, no specific denomination",NA,Once or twice a month,Very important,Once a day,"Christian, no specific denomination",Christian
R_56GTHntnXFiNne9,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2UfNM5KJI1070Ix,Spiritual but not religious,NA,Seldom,Not at all important,A few times a week,Spiritual but not religious,New Age / Spiritual
R_1rub7hqRY3oOjl3,Buddhist,NA,Seldom,Not at all important,Never,Buddhist,Other World Religion
R_u9WqfkbVMh7tc5P,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2BgshLXbLlDj61Q,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3eqW20pyavOZiwW,Catholic,NA,Never,Not too important,A few times a month,Catholic,Christian
R_xcqtwN6ciWGdKSZ,"Spiritual but not religious,Nothing in particular",na,Seldom,Not too important,Seldom,"Evangelical or ""born again""",Christian
R_3PSiZhjrlbaS32G,"Spiritual but not religious,Agnostic","I am not sure God exists but I still have a tendency to pray at times, since I was raised religious. I no longer attend church but consider myself somewhat spiritual.",Never,Not too important,A few times a week,"Evangelical or ""born again""",Christian
R_21mvq6vPcbg2rxR,Nothing in particular,NA,Never,Not too important,Seldom,Nothing in particular,Non-religious
R_32OXXmTQh3qylUx,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_OwoKbdNqrTVJg53,"Evangelical or ""born again""",No,More than once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_3fiSB3sQflPJpzY,"Protestant,Some other kind of Christianity (Please describe below.)",Was raised Baptist but have massive problems with the organization (not necessarily the doctine),Once a week,Very important,Once a day,More than one Christian identity,Christian
R_3Eoigz6o4YonYUW,Agnostic,NA,A few times a year,Not at all important,Seldom,Agnostic,Non-religious
R_30kRgUj9qxTq4oK,Catholic,n/a,A few times a year,Very important,Several times a day,Catholic,Christian
R_2s4lwHSeIGzfe5Q,"Agnostic,Atheist",I do not believe in a God but do believe there could be spirits.,Never,Not at all important,Seldom,More than one non-religious identity,Non-religious
R_ZsLAKeaoRVwrQ5P,Protestant,NA,Seldom,Very important,Seldom,Protestant,Christian
R_xcqIkAHVTcWiIgx,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_ufQuTBDJwKK5zz3,"Christian, no specific denomination,Agnostic",NA,A few times a year,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_BQyjGxgKEvvYTmx,"Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_1LFo5OjmSIHbSMh,Member of a historically Black church,NA,Once or twice a month,Somewhat important,A few times a month,Member of a historically Black church,Christian
R_1eEuu9nPCEYokEq,"Christian, no specific denomination",NA,Seldom,Somewhat important,A few times a month,"Christian, no specific denomination",Christian
R_31d5Ge4U620gpd2,Spiritual but not religious,NA,Never,Not at all important,Several times a day,Spiritual but not religious,New Age / Spiritual
R_r1pnRbXrSZv9Qnn,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_2XimzwTY00FCeSA,Catholic,NA,A few times a year,Very important,Once a day,Catholic,Christian
R_et7znjsSgL9vq1z,Agnostic,NA,Never,Not too important,Seldom,Agnostic,Non-religious
R_6VCXDEYKkSNB8hr,Catholic,NA,Never,Not at all important,Never,Catholic,Christian
R_1FKgUNflj4Gz0Pu,Protestant,NA,A few times a year,Somewhat important,A few times a week,Protestant,Christian
R_2UacNQjtDP4hgGT,"Christian, no specific denomination",No,Seldom,Somewhat important,Several times a day,"Christian, no specific denomination",Christian
R_3Pi2JAy5udYXJuJ,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_1GOlRZrx3DJhRsN,Jewish,no,Never,Not at all important,Seldom,Jewish,Other World Religion
R_1mmibDQ2Zir9k7I,Protestant,NA,Seldom,Somewhat important,Seldom,Protestant,Christian
R_2P522tU8taC1XOK,"Buddhist,Pagan, Wiccan, or other New Age faiths,Spiritual but not religious,Nothing in particular","No, the boxes I've checked kind of say it. I'm a little of this and a little of that.",Never,Not too important,Never,More than one religion/spirituality,More than one religion/spirituality
R_1esGhSvYQOMkkIz,Protestant,NA,Once a week,Very important,Once a day,Protestant,Christian
R_2zpv1y94uBvP81W,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_246gOOUjTFJyacy,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3mf4KV4wiHTUQYZ,Jehovah's Witness,N/A,More than once a week,Very important,Several times a day,Jehovah's Witness,Christian
R_T1JCvdvHplnJM6B,"Evangelical or ""born again""",Jesus loves you!,Once or twice a month,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_SDIK5JRI9ww4mkN,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1IHmw9KTdz2M3Ck,"Pagan, Wiccan, or other New Age faiths,Spiritual but not religious",NA,Never,Very important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_3JEi5WhJfz9YDVo,Catholic,NA,NA,Very important,Once a day,Catholic,Christian
R_1mIxdywDMkuu9Qb,"Spiritual but not religious,Agnostic,Atheist","I do not believe in a conscious, existent, deity. There is no genie in the sky. I deeply distrust and avoid human religions.  I find comfort in the beauty and power of nature and human experience as my ""god"", and that's enough for me.",Never,Not at all important,Seldom,"Evangelical or ""born again""",Christian
R_2zbVnURQmKfSjl3,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2SiPVmDO9CE6mqy,"Christian, no specific denomination",NA,A few times a year,Very important,Several times a day,"Christian, no specific denomination",Christian
R_5zF2dW90ipemRxv,Protestant,NA,Once or twice a month,Somewhat important,Once a day,Protestant,Christian
R_3rLZlfdE2F7dWiI,Protestant,NA,Once a week,Very important,Several times a day,Protestant,Christian
R_2CTkzXoo1qINtwq,Catholic,NA,Never,Not too important,Seldom,Catholic,Christian
R_1M6YVIybPgk73Ud,"Pagan, Wiccan, or other New Age faiths",NA,Never,Very important,A few times a week,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual
R_2fCMlKLFOELhbF4,Atheist,"Don’t believe in any of it, at all.",Never,Not at all important,Never,Atheist,Non-religious
R_3e99XhKyu6LGRLx,"Protestant,Spiritual but not religious",NA,Seldom,Somewhat important,Once a day,More than one religion/spirituality,More than one religion/spirituality
R_tWKo6Dd4ZktuZNf,Jewish,no,Seldom,Not too important,Never,Jewish,Other World Religion
R_2tyg68uCWdNGen3,Something else (Please describe below.),Magick,More than once a week,Very important,Several times a day,Something else (Please describe below.),Other
R_2tbtNmnGkTm3mjz,Agnostic,NA,Seldom,Not at all important,Seldom,Agnostic,Non-religious
R_1feLIsro8VJo0ST,"Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_RKLQ6RXfpvlYJmF,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3PhkBVvqpqIBwi1,"Evangelical or ""born again""",NA,A few times a year,Somewhat important,A few times a week,"Evangelical or ""born again""",Christian
R_2y28cVffcQ4ZfPb,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_plRtylJGcgHuqKR,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1l5AEI1eouH3Oo5,Catholic,NA,Seldom,Somewhat important,Seldom,Catholic,Christian
R_1hFOlEcOFTXkoDa,Atheist,Why people believe in God or gods is incomprehensible.,Never,Not at all important,Never,Atheist,Non-religious
R_1oHbASeO03BAUxX,Protestant,NA,Seldom,Not too important,A few times a week,Protestant,Christian
R_3fIAbiVoJEtVYuH,Catholic,NA,Seldom,Somewhat important,Seldom,Catholic,Christian
R_1EiWCu76GviEj5o,Catholic,NA,Seldom,Not too important,Seldom,Catholic,Christian
R_3KuUJeQi8KetPbq,Protestant,NA,Once a week,Very important,Several times a day,Protestant,Christian
R_247UisX9ZAyalZ1,Atheist,no,Never,Not at all important,Never,Atheist,Non-religious
R_OPQWDDZ3ovlzKAV,Agnostic,NA,Seldom,Not at all important,Seldom,Agnostic,Non-religious
R_3FKcx9zyzCx14tS,Catholic,NA,Seldom,Not too important,Never,Catholic,Christian
R_1JXtEr4jYf6GT0H,Catholic,NA,A few times a year,Very important,Once a day,Catholic,Christian
R_6XVkbLpLiSGWDsd,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1IgGBdvTswet65z,Atheist,no,Never,Not at all important,Never,Atheist,Non-religious
R_2Vr4ZX6sUtNpR01,"Christian, no specific denomination",NA,Seldom,Not too important,Seldom,"Christian, no specific denomination",Christian
R_DGLMwUnQMypOOJj,"Evangelical or ""born again"",Christian, no specific denomination",NA,Seldom,Very important,A few times a week,"Evangelical or ""born again""",Christian
R_6rpR87DF9vDIi9r,"Agnostic,Atheist",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_1eY0cgR0WA84bsW,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2Ym373jo7Yzf3Gb,"Protestant,Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_3I5XryaxSLR4o2f,"Christian, no specific denomination",NA,A few times a year,Not too important,Seldom,"Christian, no specific denomination",Christian
R_2bI8t5h5GhvA8EL,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_12u61icI3UHHBir,Protestant,NA,Seldom,Very important,Once a day,Protestant,Christian
R_3sbr3Mp7MxuLCQH,"Christian, no specific denomination",NA,Once a week,Very important,Several times a day,"Christian, no specific denomination",Christian
R_1QxOAdPfs4ilWV5,"Christian, no specific denomination",NA,Never,Very important,Several times a day,"Christian, no specific denomination",Christian
R_3lFgcoCYhgt5cl5,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3lVWB0ArZiczLHD,Agnostic,Not really.,Never,Not at all important,Never,Agnostic,Non-religious
R_1pG8DVt7ja4k8hI,"Christian, no specific denomination",NA,More than once a week,Very important,Several times a day,"Christian, no specific denomination",Christian
R_3CVCrzmOekHilOv,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1dNzTyxv3pZjtG1,Spiritual but not religious,NA,Never,Not at all important,A few times a week,Spiritual but not religious,New Age / Spiritual
R_1Ln8t3uILenYXAN,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
